cliente_id,tipo_cliente,num_transacciones,dias_activos,gasto_total,ingresos_totales,ticket_promedio,ticket_mediano,num_comercios_distintos,num_categorias_distintas,pagos_recurrentes,depositos_recurrentes,porcentaje_tdc,porcentaje_tdd,uso_credito,revolvencia,concentracion_proveedores,estacionalidad,antiguedad_meses,perfil_sintetico
PER_02789,personal,94,95,33805.84,46756.0,381.72,287.86,20,10,3,4,0.134,0.844,0.043,0.232,0.044,0.312,77,personal_tradicional
PER_00747,personal,109,69,80384.86,121206.14,771.46,671.26,52,9,11,5,0.44,0.558,0.381,0.077,0.304,0.275,21,personal_tradicional
PER_00415,personal,54,102,30625.59,33179.0,501.3,382.58,38,7,6,1,0.073,0.857,0.154,0.467,0.124,0.267,49,personal_tradicional
PER_01433,personal,53,149,30092.33,30876.96,580.07,423.91,30,5,3,2,0.174,0.768,0.091,0.093,0.181,0.22,59,personal_tradicional
PER_00906,personal,116,73,84987.68,111389.58,706.63,484.37,30,5,11,3,0.281,0.698,0.43,0.166,0.45,0.154,68,personal_tradicional
PER_02203,personal,20,77,6744.08,6934.71,388.88,306.83,49,6,2,1,0.419,0.525,0.343,0.184,0.02,0.318,13,personal_tradicional
PEL_00167,personal,46,71,34025.05,44038.75,830.44,631.9,43,4,2,3,0.107,0.825,0.166,0.065,0.168,0.091,3,personal_comportamiento_empresarial_latente
PER_02527,personal,52,90,28414.52,32353.76,655.5,462.22,21,7,3,1,0.484,0.513,0.174,0.151,0.279,0.243,83,personal_tradicional
PEL_00419,personal,77,158,38962.4,50392.77,479.8,340.2,34,8,9,5,0.144,0.83,0.381,0.098,0.244,0.298,80,personal_comportamiento_empresarial_latente
PER_01809,personal,92,138,30674.15,45076.5,322.28,262.18,52,11,6,5,0.457,0.513,0.463,0.103,0.285,0.08,66,personal_tradicional
PER_03076,personal,62,130,42921.94,47658.12,687.63,530.96,59,10,8,5,0.366,0.56,0.46,0.271,0.311,0.26,35,personal_tradicional
PER_03035,personal,83,131,51940.64,76470.59,688.15,617.42,23,8,4,2,0.314,0.642,0.12,0.287,0.1,0.047,62,personal_tradicional
PEL_00198,personal,66,64,69736.55,107223.53,938.89,837.39,38,8,3,1,0.071,0.892,0.248,0.234,0.213,0.37,61,personal_comportamiento_empresarial_latente
PEL_00246,personal,126,82,148602.25,158717.17,1051.39,734.44,69,9,12,5,0.453,0.498,0.214,0.025,0.103,0.482,70,personal_comportamiento_empresarial_latente
PER_02996,personal,104,56,75173.74,93595.05,733.29,568.85,14,9,2,6,0.495,0.472,0.455,0.101,0.353,0.066,11,personal_tradicional
PER_02721,personal,61,111,30941.62,39254.64,573.91,418.84,6,9,4,1,0.264,0.698,0.571,0.223,0.45,0.193,33,personal_tradicional
PER_01053,personal,61,90,39814.73,53213.67,751.23,585.2,42,7,2,1,0.162,0.828,0.31,0.302,0.228,0.313,45,personal_tradicional
PER_02845,personal,28,103,27885.16,32637.06,1029.24,931.49,20,7,2,1,0.556,0.383,0.216,0.189,0.151,0.257,14,personal_tradicional
PER_00271,personal,27,69,19095.87,23284.82,684.85,604.38,7,7,1,2,0.629,0.331,0.164,0.035,0.247,0.112,70,personal_tradicional
PER_00140,personal,69,103,75955.25,107624.22,972.45,696.99,47,4,5,1,0.128,0.811,0.072,0.074,0.111,0.275,6,personal_tradicional
PER_02009,personal,119,130,92335.38,137633.51,877.36,777.55,34,11,9,4,0.474,0.52,0.061,0.051,0.34,0.112,13,personal_tradicional
PEL_00399,personal,21,152,10129.09,10782.77,486.43,360.09,30,7,1,0,0.288,0.674,0.382,0.118,0.388,0.06,25,personal_comportamiento_empresarial_latente
PER_00677,personal,190,121,99239.46,107222.96,618.85,451.38,45,7,10,14,0.334,0.634,0.626,0.097,0.091,0.203,50,personal_tradicional
PER_02754,personal,82,57,56592.74,77663.03,812.78,706.08,39,8,3,1,0.042,0.898,0.045,0.509,0.107,0.189,24,personal_tradicional
PEL_00234,personal,105,133,20098.54,29235.7,221.0,181.42,43,9,11,2,0.212,0.71,0.091,0.232,0.269,0.063,64,personal_comportamiento_empresarial_latente
PER_02623,personal,74,31,57037.2,85724.05,834.37,692.09,38,6,1,3,0.391,0.559,0.216,0.343,0.096,0.239,11,personal_tradicional
PER_00292,personal,67,79,37731.68,56017.75,521.48,411.23,22,9,3,2,0.683,0.269,0.199,0.047,0.081,0.031,54,personal_tradicional
PER_01243,personal,45,86,6247.35,9805.66,142.36,96.94,49,7,3,3,0.378,0.544,0.186,0.181,0.299,0.024,82,personal_tradicional
PER_01755,personal,44,48,62602.82,79989.82,1287.21,1168.68,21,6,3,1,0.494,0.434,0.194,0.525,0.107,0.132,33,personal_tradicional
PER_00600,personal,76,111,53364.83,75682.69,690.17,524.55,31,9,5,2,0.314,0.659,0.307,0.088,0.407,0.303,15,personal_tradicional
PER_00230,personal,143,64,46436.57,50421.83,294.65,231.82,16,7,8,9,0.135,0.791,0.417,0.215,0.354,0.555,50,personal_tradicional
PER_02440,personal,53,82,93852.87,136057.46,2031.28,1710.18,24,4,2,3,0.287,0.692,0.254,0.021,0.281,0.163,3,personal_tradicional
PER_01408,personal,18,30,14371.56,16197.29,812.37,708.96,40,9,2,1,0.307,0.656,0.053,0.091,0.143,0.071,28,personal_tradicional
PER_01152,personal,94,66,80736.84,85873.47,865.4,717.23,34,9,6,6,0.109,0.837,0.474,0.225,0.32,0.269,81,personal_tradicional
PER_00411,personal,109,114,21747.94,27162.84,239.46,175.57,31,4,14,2,0.238,0.708,0.551,0.132,0.222,0.079,68,personal_tradicional
PER_00204,personal,202,61,249309.66,385626.85,1138.43,820.51,29,6,24,4,0.157,0.803,0.329,0.162,0.274,0.213,39,personal_tradicional
PEL_00088,personal,98,109,25871.73,28586.55,281.05,225.86,30,9,2,6,0.09,0.888,0.156,0.136,0.343,0.216,46,personal_comportamiento_empresarial_latente
PER_03070,personal,89,97,28210.07,45536.08,355.68,287.88,29,5,9,3,0.104,0.83,0.573,0.039,0.45,0.298,33,personal_tradicional
PER_00603,personal,42,34,18057.02,28817.27,387.37,281.39,35,4,4,1,0.587,0.382,0.222,0.323,0.22,0.214,44,personal_tradicional
PER_00135,personal,74,78,41166.09,63353.85,663.63,454.93,9,7,5,5,0.06,0.915,0.569,0.121,0.071,0.02,31,personal_tradicional
PER_00053,personal,41,91,17440.37,23536.93,399.45,309.88,29,3,4,1,0.456,0.503,0.629,0.025,0.45,0.398,30,personal_tradicional
PER_00507,personal,22,142,15649.0,19548.59,720.97,589.13,37,4,3,1,0.122,0.824,0.274,0.178,0.367,0.459,20,personal_tradicional
PER_01211,personal,116,111,45007.6,50765.98,446.73,335.45,19,9,8,5,0.381,0.572,0.461,0.17,0.307,0.074,24,personal_tradicional
PER_00926,personal,123,50,87378.15,111540.52,714.82,655.96,43,12,9,2,0.258,0.731,0.196,0.17,0.13,0.059,54,personal_tradicional
PER_02092,personal,49,93,36991.55,49126.86,850.62,763.62,30,6,5,4,0.619,0.334,0.618,0.104,0.265,0.131,20,personal_tradicional
PER_00545,personal,115,148,36776.26,53229.35,301.83,233.75,57,8,4,1,0.578,0.39,0.049,0.39,0.036,0.312,28,personal_tradicional
PEL_00074,personal,114,106,78525.98,82318.28,814.09,729.91,36,7,11,7,0.457,0.539,0.34,0.046,0.084,0.478,75,personal_comportamiento_empresarial_latente
PER_00579,personal,74,58,57711.2,66446.04,881.8,630.31,44,11,8,2,0.183,0.795,0.309,0.156,0.1,0.466,50,personal_tradicional
PER_02670,personal,93,70,39827.69,41682.14,498.75,344.79,43,6,5,7,0.458,0.533,0.069,0.188,0.177,0.192,29,personal_tradicional
PER_01633,personal,103,94,112113.75,163174.43,1018.96,826.37,38,5,6,6,0.226,0.746,0.393,0.108,0.14,0.124,51,personal_tradicional
PER_00839,personal,112,80,206940.44,280312.19,2182.74,1575.18,31,7,6,7,0.598,0.357,0.035,0.065,0.45,0.216,67,personal_tradicional
PER_02742,personal,93,70,174734.28,259170.26,1717.91,1340.2,20,6,3,5,0.553,0.408,0.032,0.163,0.276,0.345,52,personal_tradicional
PEL_00250,personal,98,116,88770.73,113114.17,852.09,710.29,46,6,5,8,0.439,0.556,0.263,0.372,0.354,0.184,81,personal_comportamiento_empresarial_latente
PER_01189,personal,33,156,12443.4,20572.12,427.59,353.86,16,9,1,1,0.531,0.412,0.34,0.086,0.45,0.246,45,personal_tradicional
PER_00606,personal,48,40,25328.3,33412.78,473.85,385.14,52,7,4,2,0.329,0.633,0.643,0.191,0.02,0.36,72,personal_tradicional
PER_00870,personal,23,93,33651.59,35865.94,1479.75,1015.78,39,11,1,0,0.174,0.786,0.223,0.14,0.135,0.03,3,personal_tradicional
PER_02024,personal,153,39,162726.48,195230.45,1067.38,889.59,35,6,19,6,0.302,0.668,0.08,0.275,0.17,0.507,31,personal_tradicional
PER_01707,personal,134,69,61554.11,99561.48,417.35,359.06,24,6,13,6,0.075,0.853,0.042,0.177,0.242,0.141,46,personal_tradicional
PER_00692,personal,80,64,64930.35,92404.69,727.67,604.81,11,5,5,1,0.361,0.592,0.472,0.038,0.112,0.163,30,personal_tradicional
PER_00077,personal,37,44,22642.6,30103.39,567.4,512.55,35,5,5,1,0.041,0.938,0.296,0.044,0.051,0.02,4,personal_tradicional
PER_01952,personal,13,65,16304.59,26015.99,1164.79,851.08,16,10,2,1,0.156,0.777,0.226,0.211,0.376,0.111,9,personal_tradicional
PER_00212,personal,23,145,23089.77,26455.17,891.16,620.73,36,8,2,1,0.434,0.546,0.093,0.31,0.25,0.18,29,personal_tradicional
PER_00018,personal,88,89,57903.34,96145.0,620.46,569.99,33,10,6,3,0.415,0.578,0.156,0.469,0.11,0.106,59,personal_tradicional
PER_03011,personal,62,73,73330.2,94764.88,1332.95,938.51,26,9,7,1,0.058,0.925,0.196,0.367,0.089,0.325,35,personal_tradicional
PER_02094,personal,65,60,34309.85,42204.18,531.92,427.55,11,6,7,2,0.407,0.525,0.338,0.261,0.45,0.166,27,personal_tradicional
PER_02410,personal,64,91,39306.91,51268.2,556.6,469.86,27,10,5,3,0.455,0.504,0.447,0.067,0.066,0.492,30,personal_tradicional
PEL_00236,personal,140,135,187177.53,245440.77,1145.39,932.92,24,11,5,9,0.32,0.62,0.456,0.248,0.077,0.201,41,personal_comportamiento_empresarial_latente
PEL_00089,personal,116,86,157370.88,261628.59,1174.08,962.11,52,12,5,3,0.155,0.819,0.215,0.058,0.333,0.235,39,personal_comportamiento_empresarial_latente
PER_00595,personal,77,80,132237.3,206403.64,1661.81,1476.32,47,8,2,6,0.448,0.547,0.653,0.455,0.396,0.2,61,personal_tradicional
PER_00403,personal,138,36,321365.79,510128.12,2600.0,2029.75,21,10,4,10,0.143,0.811,0.08,0.113,0.294,0.214,32,personal_tradicional
PER_01235,personal,85,79,84693.74,125403.08,1020.38,712.74,42,12,9,2,0.429,0.499,0.401,0.177,0.385,0.339,33,personal_tradicional
PER_03051,personal,28,79,9278.9,11686.11,291.25,263.88,37,10,1,0,0.556,0.428,0.202,0.139,0.45,0.167,51,personal_tradicional
PER_02100,personal,78,80,48606.97,78804.16,665.33,504.82,47,9,3,3,0.252,0.735,0.215,0.091,0.357,0.031,36,personal_tradicional
PER_01584,personal,43,96,23176.08,31199.45,491.18,354.04,26,13,1,2,0.686,0.288,0.152,0.483,0.174,0.258,58,personal_tradicional
PER_02535,personal,89,56,145540.63,222729.91,1681.03,1357.86,33,6,6,5,0.652,0.329,0.386,0.029,0.215,0.074,50,personal_tradicional
PER_02723,personal,57,109,64397.58,95406.3,982.81,702.16,55,9,4,3,0.404,0.534,0.057,0.357,0.068,0.133,14,personal_tradicional
PER_02357,personal,86,143,35388.96,49965.7,464.35,366.2,30,12,7,3,0.271,0.673,0.723,0.352,0.45,0.222,49,personal_tradicional
PER_00970,personal,66,140,50067.07,78370.97,648.19,568.46,41,8,9,5,0.459,0.507,0.148,0.039,0.081,0.16,57,personal_tradicional
PER_01500,personal,47,48,49666.22,65538.9,917.05,771.61,19,5,1,2,0.253,0.683,0.43,0.133,0.187,0.203,37,personal_tradicional
PER_00359,personal,78,92,23657.51,31007.51,358.73,327.59,33,11,2,1,0.205,0.719,0.025,0.103,0.092,0.113,60,personal_tradicional
PER_00193,personal,136,55,69027.42,85965.04,593.8,495.81,43,5,6,3,0.38,0.545,0.396,0.087,0.034,0.316,57,personal_tradicional
PER_02393,personal,127,72,31551.7,51469.56,265.54,203.39,44,10,8,6,0.189,0.777,0.38,0.389,0.186,0.178,36,personal_tradicional
PER_02112,personal,69,70,58136.76,94080.75,850.84,673.11,11,8,2,2,0.204,0.791,0.076,0.584,0.166,0.121,41,personal_tradicional
PER_00927,personal,74,23,48159.06,70920.61,725.36,615.88,5,9,7,6,0.036,0.907,0.291,0.294,0.408,0.38,30,personal_tradicional
PER_02824,personal,62,54,47881.99,66106.07,688.41,519.01,26,8,4,2,0.484,0.462,0.291,0.133,0.391,0.217,40,personal_tradicional
PER_01164,personal,41,85,16429.43,26235.86,352.63,300.5,40,7,4,2,0.119,0.831,0.069,0.142,0.135,0.274,40,personal_tradicional
PER_00184,personal,111,92,60317.53,78503.42,526.13,371.9,23,7,8,5,0.394,0.539,0.365,0.068,0.18,0.456,25,personal_tradicional
PER_01862,personal,57,138,86264.52,140527.0,1350.03,1032.02,22,7,1,1,0.099,0.838,0.465,0.114,0.442,0.101,42,personal_tradicional
PER_00031,personal,126,97,79342.77,98782.05,616.61,549.44,31,11,9,8,0.339,0.589,0.097,0.02,0.379,0.02,16,personal_tradicional
PER_01872,personal,74,47,35964.04,51603.07,534.02,387.98,19,6,2,5,0.605,0.326,0.122,0.146,0.152,0.139,44,personal_tradicional
PER_02663,personal,54,75,42836.14,67393.31,820.14,739.18,38,9,2,2,0.592,0.38,0.113,0.23,0.067,0.72,48,personal_tradicional
PER_02993,personal,42,105,38355.3,58496.27,846.33,610.64,13,9,1,2,0.188,0.74,0.235,0.416,0.307,0.085,46,personal_tradicional
PER_00316,personal,50,137,22359.07,28371.03,406.85,312.64,31,6,1,4,0.334,0.657,0.065,0.003,0.45,0.585,26,personal_tradicional
PER_02657,personal,25,100,8760.99,13509.24,401.05,356.98,51,9,2,1,0.204,0.768,0.339,0.312,0.314,0.432,22,personal_tradicional
PER_01056,personal,175,113,161480.81,234748.58,834.54,766.98,24,6,6,14,0.216,0.775,0.269,0.336,0.201,0.036,95,personal_tradicional
PER_00843,personal,107,15,86623.19,113891.84,845.78,738.43,22,6,4,3,0.253,0.721,0.241,0.038,0.171,0.263,6,personal_tradicional
PER_01447,personal,42,79,25715.77,28978.88,655.96,490.7,32,8,1,2,0.589,0.376,0.2,0.204,0.323,0.264,41,personal_tradicional
PER_02462,personal,65,84,47656.23,74470.23,785.08,721.94,9,12,4,2,0.17,0.755,0.113,0.161,0.264,0.551,3,personal_tradicional
PER_02500,personal,50,92,44759.94,73382.28,798.8,733.4,40,2,3,3,0.562,0.422,0.185,0.191,0.028,0.363,67,personal_tradicional
PER_01507,personal,97,112,63232.65,76778.77,780.43,620.34,40,8,3,4,0.578,0.418,0.304,0.191,0.111,0.087,19,personal_tradicional
PER_01722,personal,55,108,56091.4,89487.81,1157.26,884.66,37,7,2,2,0.328,0.613,0.082,0.103,0.426,0.276,41,personal_tradicional
PER_00680,personal,45,91,30495.98,44783.86,676.98,489.58,20,10,5,0,0.054,0.898,0.182,0.025,0.025,0.043,32,personal_tradicional
PER_00464,personal,21,114,7950.95,10985.05,446.22,335.93,36,12,2,1,0.318,0.657,0.025,0.115,0.174,0.398,18,personal_tradicional
PER_01048,personal,46,90,22848.68,25056.65,563.15,428.01,38,8,4,2,0.654,0.303,0.067,0.176,0.249,0.263,3,personal_tradicional
PER_01801,personal,50,113,37928.23,63413.73,653.32,488.89,41,9,3,1,0.344,0.649,0.521,0.252,0.075,0.177,47,personal_tradicional
PEL_00071,personal,34,90,16548.35,23972.74,592.18,436.88,14,8,3,1,0.237,0.69,0.35,0.147,0.382,0.301,37,personal_comportamiento_empresarial_latente
PER_00950,personal,37,72,27685.83,39786.08,832.41,679.08,26,8,3,3,0.134,0.859,0.155,0.05,0.39,0.045,27,personal_tradicional
PER_02601,personal,74,112,52266.74,84685.14,822.49,627.62,38,9,4,2,0.438,0.53,0.101,0.278,0.215,0.394,39,personal_tradicional
PER_00841,personal,71,113,43686.73,72973.93,531.58,468.16,44,10,1,3,0.188,0.744,0.089,0.075,0.145,0.141,34,personal_tradicional
PEL_00238,personal,41,92,21883.79,30227.96,616.58,443.45,16,5,2,3,0.145,0.806,0.104,0.053,0.281,0.201,34,personal_comportamiento_empresarial_latente
PEL_00342,personal,70,29,135037.02,166040.91,1757.19,1288.36,33,12,7,3,0.496,0.49,0.231,0.027,0.277,0.511,75,personal_comportamiento_empresarial_latente
PER_01045,personal,74,109,29850.14,35684.14,353.81,291.36,32,5,7,4,0.264,0.681,0.381,0.096,0.072,0.318,24,personal_tradicional
PER_00034,personal,75,101,76359.97,93988.48,1080.84,981.05,16,7,5,4,0.162,0.791,0.059,0.475,0.244,0.068,62,personal_tradicional
