cliente_id,tipo_cliente,num_transacciones,dias_activos,gasto_total,ingresos_totales,ticket_promedio,ticket_mediano,num_comercios_distintos,num_categorias_distintas,pagos_recurrentes,depositos_recurrentes,porcentaje_tdc,porcentaje_tdd,uso_credito,revolvencia,concentracion_proveedores,estacionalidad,antiguedad_meses,perfil_sintetico
EMP_00031,empresarial,147,251,218229.21,343967.35,1400.58,998.79,93,21,44,29,0.503,0.494,0.399,0.453,0.51,0.322,48,empresarial
EMP_00032,empresarial,352,307,327760.24,475867.99,1108.87,827.97,148,15,125,39,0.622,0.373,0.327,0.395,0.18,0.246,21,empresarial
EMP_00033,empresarial,437,361,541736.47,685586.24,1128.9,997.33,96,16,107,82,0.657,0.268,0.196,0.639,0.695,0.04,85,empresarial
EMP_00034,empresarial,283,213,428200.55,629142.7,1592.71,1316.64,71,17,67,41,0.616,0.317,0.557,0.244,0.468,0.558,83,empresarial
EMP_00035,empresarial,462,244,477673.5,755843.22,934.22,762.05,127,23,113,86,0.764,0.197,0.21,0.352,0.543,0.555,65,empresarial
EMP_00036,empresarial,182,345,359982.91,447000.83,1702.28,1401.97,111,10,45,27,0.704,0.28,0.149,0.292,0.18,0.223,23,empresarial
EMP_00037,empresarial,217,161,207934.56,265201.42,1155.09,1048.98,114,13,78,20,0.616,0.381,0.307,0.237,0.401,0.657,95,empresarial
EMP_00038,empresarial,349,302,605086.12,893476.45,1485.48,1108.45,126,10,105,28,0.713,0.209,0.613,0.13,0.734,0.26,48,empresarial
EMP_00039,empresarial,273,189,604726.57,788371.53,2518.11,1786.84,78,14,63,56,0.309,0.691,0.365,0.281,0.88,0.364,104,empresarial
EMP_00040,empresarial,423,251,514492.27,585111.91,1312.07,1083.61,92,15,99,55,0.671,0.31,0.315,0.387,0.18,0.328,62,empresarial
EMP_00041,empresarial,396,232,858051.07,1358937.99,2072.1,1890.85,91,12,97,47,0.653,0.292,0.686,0.6,0.642,0.439,69,empresarial
EMP_00042,empresarial,281,192,200900.21,231641.83,663.38,564.14,61,15,47,34,0.77,0.155,0.131,0.368,0.47,0.439,43,empresarial
EMP_00043,empresarial,190,191,193511.48,228844.01,1155.68,1033.3,88,10,50,23,0.524,0.467,0.714,0.681,0.73,0.508,93,empresarial
EMP_00044,empresarial,268,260,331871.56,528591.15,1424.58,1275.12,130,14,86,54,0.433,0.505,0.469,0.317,0.641,0.204,71,empresarial
EMP_00045,empresarial,400,300,1166253.27,1683709.26,3158.33,2313.86,101,23,117,32,0.707,0.266,0.406,0.453,0.416,0.217,94,empresarial
EMP_00046,empresarial,429,238,248560.95,324337.58,618.21,522.11,60,20,86,37,0.331,0.615,0.316,0.231,0.432,0.72,60,empresarial
EMP_00047,empresarial,274,249,346292.93,440482.59,1352.34,1199.43,55,19,84,49,0.397,0.595,0.506,0.196,0.559,0.531,54,empresarial
EMP_00048,empresarial,146,276,334194.92,381295.02,2596.21,1828.57,138,14,44,21,0.679,0.252,0.262,0.647,0.353,0.72,71,empresarial
EMP_00049,empresarial,178,192,210796.45,224461.27,1012.62,846.91,93,12,38,16,0.497,0.446,0.692,0.301,0.19,0.043,94,empresarial
EMP_00050,empresarial,387,286,551810.45,894053.49,1287.69,959.69,78,13,110,29,0.546,0.378,0.09,0.133,0.784,0.244,82,empresarial
EMP_00051,empresarial,279,290,529633.95,555862.54,1618.62,1419.85,88,18,79,28,0.79,0.17,0.297,0.707,0.807,0.199,59,empresarial
EMP_00052,empresarial,282,365,367857.41,390189.36,1521.56,1116.17,57,21,92,30,0.541,0.388,0.379,0.317,0.379,0.538,6,empresarial
EMP_00053,empresarial,216,224,497371.04,754207.01,2717.92,2091.77,132,22,40,16,0.615,0.342,0.558,0.265,0.674,0.346,77,empresarial
EMP_00054,empresarial,214,220,368502.84,593242.03,1699.96,1432.08,85,21,43,21,0.437,0.522,0.83,0.073,0.785,0.323,16,empresarial
EMP_00055,empresarial,459,287,1175373.79,1749438.49,2459.38,2000.46,131,15,118,80,0.219,0.773,0.182,0.443,0.433,0.277,56,empresarial
EMP_00056,empresarial,392,290,497608.42,587063.73,1210.51,858.0,96,18,66,74,0.139,0.796,0.214,0.577,0.436,0.285,52,empresarial
EMP_00057,empresarial,253,216,222803.91,267059.25,1031.72,757.36,132,17,62,50,0.715,0.252,0.353,0.503,0.693,0.129,17,empresarial
EMP_00058,empresarial,339,223,487906.67,807246.18,1280.74,1143.19,102,17,108,42,0.365,0.587,0.48,0.38,0.18,0.158,65,empresarial
EMP_00059,empresarial,362,275,312111.11,462565.66,865.39,793.83,117,26,69,42,0.203,0.745,0.479,0.272,0.857,0.295,113,empresarial
EMP_00060,empresarial,603,199,990889.81,1552081.24,1725.16,1460.44,114,11,152,127,0.487,0.451,0.466,0.373,0.18,0.368,47,empresarial
EMP_00061,empresarial,207,222,248264.03,326368.56,1197.43,817.06,111,17,74,37,0.721,0.233,0.543,0.242,0.607,0.2,76,empresarial
EMP_00062,empresarial,360,250,319053.11,488950.59,1061.94,911.59,104,23,94,52,0.449,0.501,0.518,0.343,0.88,0.647,119,empresarial
EMP_00063,empresarial,458,300,713603.76,1189798.11,1736.17,1448.45,89,12,119,48,0.541,0.417,0.305,0.421,0.653,0.286,78,empresarial
EMP_00064,empresarial,575,212,590701.26,741587.2,871.0,678.37,145,15,156,66,0.839,0.112,0.141,0.385,0.57,0.054,38,empresarial
EMP_00065,empresarial,248,144,491780.0,605649.26,1946.16,1429.9,71,16,49,35,0.281,0.683,0.436,0.465,0.546,0.467,61,empresarial
EMP_00066,empresarial,278,140,271622.62,284754.34,1151.82,829.04,95,17,53,41,0.28,0.658,0.563,0.107,0.337,0.426,68,empresarial
EMP_00067,empresarial,424,176,899009.53,1354299.3,2291.18,1603.94,95,12,125,30,0.602,0.333,0.664,0.057,0.77,0.389,94,empresarial
EMP_00068,empresarial,165,173,174650.16,205884.97,1193.98,995.09,105,20,39,34,0.408,0.551,0.476,0.564,0.725,0.272,88,empresarial
EMP_00069,empresarial,374,236,791697.0,940204.64,1836.11,1397.18,84,21,82,56,0.244,0.744,0.263,0.646,0.255,0.271,6,empresarial
EMP_00070,empresarial,689,180,1161511.41,1669236.8,1518.41,1221.29,103,20,115,105,0.677,0.293,0.601,0.387,0.6,0.205,32,empresarial
EMP_00071,empresarial,389,206,761283.21,1147730.94,1924.53,1551.27,91,15,128,39,0.521,0.412,0.117,0.295,0.53,0.535,53,empresarial
EMP_00072,empresarial,113,202,193737.27,249714.61,1474.65,1217.7,54,18,19,20,0.643,0.284,0.717,0.393,0.742,0.177,28,empresarial
EMP_00073,empresarial,229,221,153007.25,251451.74,700.2,576.05,95,14,71,40,0.389,0.59,0.694,0.44,0.373,0.323,6,empresarial
EMP_00074,empresarial,251,318,610840.55,688252.22,2151.01,1730.66,66,17,59,21,0.273,0.652,0.566,0.491,0.622,0.341,35,empresarial
EMP_00075,empresarial,499,281,669324.37,915669.87,1357.19,973.42,50,27,140,76,0.268,0.71,0.128,0.213,0.7,0.27,55,empresarial
EMP_00076,empresarial,307,246,677848.51,967586.42,1961.76,1346.73,99,18,64,50,0.726,0.2,0.652,0.264,0.431,0.332,41,empresarial
EMP_00077,empresarial,147,220,316501.85,451797.42,1881.65,1539.72,108,13,28,27,0.63,0.295,0.71,0.296,0.68,0.541,28,empresarial
EMP_00078,empresarial,321,221,322297.62,468466.66,1017.61,795.34,109,19,86,32,0.547,0.413,0.516,0.663,0.54,0.131,56,empresarial
EMP_00079,empresarial,347,263,294167.44,423119.55,958.9,746.44,110,13,104,67,0.521,0.403,0.547,0.584,0.557,0.17,64,empresarial
EMP_00080,empresarial,264,277,435316.73,671486.37,1854.28,1452.3,45,13,53,36,0.285,0.671,0.142,0.337,0.456,0.231,42,empresarial
EMP_00081,empresarial,213,195,243987.34,379960.06,1239.71,876.79,60,14,53,18,0.564,0.406,0.822,0.243,0.466,0.056,92,empresarial
EMP_00082,empresarial,719,247,1350640.14,2248974.58,2086.62,1508.68,146,16,179,61,0.91,0.025,0.506,0.131,0.869,0.3,57,empresarial
EMP_00083,empresarial,459,133,575585.45,944075.79,1306.56,1096.1,68,22,93,45,0.352,0.639,0.33,0.512,0.624,0.278,31,empresarial
EMP_00084,empresarial,475,257,1030496.11,1404723.0,2164.26,1738.57,111,20,130,52,0.785,0.198,0.323,0.066,0.854,0.441,25,empresarial
EMP_00085,empresarial,308,287,441073.6,655402.46,1682.08,1389.93,77,20,58,43,0.684,0.299,0.333,0.705,0.68,0.487,49,empresarial
EMP_00086,empresarial,246,230,448579.27,576694.82,1589.14,1129.94,97,14,64,43,0.735,0.215,0.564,0.406,0.698,0.183,85,empresarial
EMP_00087,empresarial,270,345,266719.43,386590.47,1203.41,1053.46,79,16,49,26,0.889,0.054,0.314,0.557,0.706,0.204,33,empresarial
EMP_00088,empresarial,182,197,245761.97,251884.72,1552.5,1194.55,110,19,47,38,0.344,0.589,0.432,0.56,0.795,0.269,71,empresarial
EMP_00089,empresarial,598,257,1143750.25,1444111.85,2323.89,1922.18,99,15,133,55,0.28,0.648,0.506,0.637,0.815,0.489,58,empresarial
EMP_00090,empresarial,313,243,506270.21,821976.88,1376.4,1089.77,83,17,78,48,0.608,0.322,0.442,0.274,0.603,0.131,109,empresarial
EMP_00091,empresarial,544,239,926664.14,1358028.42,1760.04,1394.65,68,20,134,109,0.653,0.292,0.483,0.311,0.773,0.298,66,empresarial
EMP_00092,empresarial,275,239,351634.37,362677.32,1435.79,1244.63,102,17,94,51,0.343,0.584,0.818,0.533,0.467,0.072,36,empresarial
EMP_00093,empresarial,391,251,500508.16,683180.26,1483.76,1048.25,63,19,101,63,0.743,0.235,0.655,0.398,0.301,0.057,75,empresarial
EMP_00094,empresarial,355,292,982815.66,1239808.51,2903.97,2026.82,106,24,115,60,0.598,0.344,0.869,0.384,0.761,0.082,76,empresarial
EMP_00095,empresarial,174,321,475401.84,738675.48,2332.57,1642.72,163,17,36,15,0.678,0.316,0.147,0.11,0.49,0.304,44,empresarial
EMP_00096,empresarial,629,245,931798.91,1021062.76,1455.86,1337.75,130,23,145,45,0.308,0.682,0.25,0.341,0.854,0.144,24,empresarial
EMP_00097,empresarial,279,290,407327.49,577868.01,1540.82,1390.61,114,20,49,36,0.766,0.216,0.554,0.056,0.282,0.123,69,empresarial
EMP_00098,empresarial,198,206,197498.01,294265.38,1048.6,889.35,93,12,48,16,0.882,0.11,0.535,0.07,0.33,0.148,57,empresarial
EMP_00099,empresarial,426,287,480976.6,679620.04,1309.44,1031.07,45,14,125,51,0.533,0.39,0.782,0.51,0.532,0.328,14,empresarial
EMP_00100,empresarial,328,203,529168.17,635598.25,1603.5,1123.12,61,15,107,33,0.547,0.416,0.334,0.347,0.389,0.447,62,empresarial
EMP_00101,empresarial,378,305,740056.12,1142280.8,2012.75,1765.21,128,15,103,75,0.519,0.408,0.358,0.393,0.615,0.328,38,empresarial
EMP_00102,empresarial,341,365,711922.83,1099046.73,1928.84,1399.31,74,18,98,66,0.625,0.337,0.582,0.413,0.471,0.134,14,empresarial
EMP_00103,empresarial,119,238,93497.09,117639.31,883.69,658.78,77,20,23,22,0.205,0.739,0.405,0.61,0.346,0.055,45,empresarial
EMP_00104,empresarial,225,124,415204.84,496586.29,2122.46,1871.56,91,23,38,38,0.52,0.454,0.698,0.3,0.18,0.03,90,empresarial
EMP_00105,empresarial,222,215,309990.27,452018.74,1356.57,1006.25,67,19,71,20,0.703,0.221,0.893,0.188,0.445,0.374,88,empresarial
EMP_00106,empresarial,472,313,477336.79,602762.2,930.26,821.14,63,16,91,36,0.345,0.652,0.319,0.517,0.18,0.124,81,empresarial
EMP_00107,empresarial,333,275,821200.9,1024801.69,2468.29,2144.02,94,10,59,54,0.752,0.192,0.38,0.12,0.469,0.442,62,empresarial
EMP_00108,empresarial,401,259,1152970.04,1518886.53,2603.41,2293.47,72,18,139,64,0.91,0.02,0.125,0.458,0.667,0.606,71,empresarial
EMP_00109,empresarial,285,300,503368.88,665624.69,1573.05,1324.24,76,18,101,35,0.777,0.16,0.273,0.229,0.689,0.53,58,empresarial
EMP_00110,empresarial,409,272,891942.59,1398165.28,1896.36,1449.79,75,19,116,56,0.539,0.395,0.168,0.184,0.735,0.194,25,empresarial
EMP_00111,empresarial,308,312,572393.28,943796.71,1943.66,1626.38,109,26,73,43,0.621,0.355,0.52,0.401,0.579,0.471,31,empresarial
EMP_00112,empresarial,299,296,866800.8,1292300.76,2530.63,2224.39,89,23,98,31,0.402,0.562,0.53,0.29,0.771,0.212,39,empresarial
EMP_00113,empresarial,354,329,727703.43,784635.1,1911.78,1643.86,90,21,71,40,0.91,0.079,0.149,0.156,0.316,0.094,93,empresarial
EMP_00114,empresarial,341,265,287287.37,357080.42,806.23,715.03,111,14,84,44,0.235,0.735,0.691,0.185,0.573,0.492,84,empresarial
EMP_00115,empresarial,813,295,2714243.4,3108202.31,3275.15,3000.19,91,16,188,126,0.843,0.156,0.547,0.322,0.706,0.476,26,empresarial
EMP_00116,empresarial,224,228,408150.25,594983.04,2203.0,1862.93,88,18,77,46,0.748,0.19,0.859,0.738,0.503,0.156,56,empresarial
EMP_00117,empresarial,165,212,191650.93,271142.54,1136.83,1026.27,107,15,57,24,0.366,0.558,0.404,0.227,0.679,0.284,44,empresarial
EMP_00118,empresarial,374,339,376066.04,627436.0,913.75,680.95,112,20,109,64,0.685,0.259,0.552,0.324,0.692,0.189,51,empresarial
EMP_00119,empresarial,238,257,487112.1,640786.04,1740.66,1590.33,91,19,43,44,0.5,0.435,0.409,0.369,0.484,0.483,41,empresarial
EMP_00120,empresarial,112,289,136933.94,149203.59,1252.79,1125.6,97,14,29,10,0.525,0.434,0.403,0.196,0.229,0.185,93,empresarial
EMP_00121,empresarial,203,252,386278.21,546560.36,1617.44,1115.87,75,23,42,33,0.482,0.503,0.92,0.517,0.744,0.504,54,empresarial
EMP_00122,empresarial,738,213,1251867.51,1580085.94,1924.13,1581.07,73,18,249,101,0.486,0.456,0.48,0.295,0.774,0.448,61,empresarial
EMP_00123,empresarial,222,246,287062.3,326524.58,1109.98,888.78,115,11,42,33,0.65,0.326,0.092,0.315,0.548,0.316,61,empresarial
EMP_00124,empresarial,141,324,128253.63,162221.93,881.16,771.67,107,18,24,11,0.808,0.155,0.307,0.512,0.749,0.394,27,empresarial
EMP_00125,empresarial,719,276,1260203.07,1483512.59,1655.81,1176.16,107,19,216,142,0.183,0.745,0.793,0.31,0.433,0.066,58,empresarial
EMP_00126,empresarial,199,151,229913.35,264437.2,1125.49,907.86,102,22,50,40,0.283,0.687,0.28,0.673,0.748,0.197,84,empresarial
EMP_00127,empresarial,915,233,1608077.81,2153541.96,1497.21,1198.22,96,17,260,64,0.192,0.785,0.589,0.392,0.593,0.373,95,empresarial
EMP_00128,empresarial,280,343,187474.5,291449.19,800.95,620.68,113,21,49,28,0.717,0.28,0.164,0.434,0.649,0.473,24,empresarial
EMP_00129,empresarial,630,233,772231.63,1239075.52,1266.59,1162.89,119,19,202,60,0.546,0.398,0.32,0.777,0.387,0.522,14,empresarial
EMP_00130,empresarial,296,146,638797.74,761324.5,1901.27,1539.06,119,13,50,53,0.319,0.664,0.459,0.712,0.49,0.053,57,empresarial
EMP_00131,empresarial,392,349,626618.68,824598.38,1816.18,1415.13,92,12,65,60,0.497,0.452,0.691,0.043,0.283,0.219,85,empresarial
EMP_00132,empresarial,311,283,322362.21,508142.26,1011.2,895.45,131,22,78,29,0.611,0.36,0.545,0.351,0.597,0.103,65,empresarial
EMP_00133,empresarial,297,241,258205.0,431854.85,862.06,614.97,101,23,61,55,0.322,0.615,0.496,0.416,0.88,0.063,73,empresarial
EMP_00134,empresarial,362,225,569910.05,901002.24,1417.46,1061.7,111,19,101,43,0.514,0.415,0.232,0.017,0.289,0.289,18,empresarial
EMP_00135,empresarial,398,305,816140.9,1098577.66,1782.25,1331.22,102,24,66,54,0.573,0.408,0.43,0.095,0.194,0.128,40,empresarial
EMP_00136,empresarial,351,215,535061.12,853042.44,1669.32,1509.21,101,22,59,44,0.103,0.834,0.463,0.126,0.848,0.299,6,empresarial
EMP_00137,empresarial,336,308,408081.51,606561.75,1135.57,1012.11,76,21,103,48,0.672,0.316,0.426,0.108,0.18,0.201,51,empresarial
EMP_00138,empresarial,239,275,387926.87,424748.96,1595.73,1317.44,113,14,48,33,0.79,0.199,0.72,0.361,0.628,0.347,6,empresarial
EMP_00139,empresarial,315,258,882498.48,949156.6,2646.49,2002.63,169,25,92,34,0.641,0.325,0.246,0.341,0.848,0.41,91,empresarial
EMP_00140,empresarial,597,253,817447.79,1338925.8,1534.81,1216.1,85,20,185,77,0.528,0.446,0.208,0.464,0.713,0.233,97,empresarial
EMP_00141,empresarial,234,235,152363.03,248371.84,709.16,579.44,97,16,40,46,0.499,0.422,0.451,0.325,0.64,0.135,59,empresarial
EMP_00142,empresarial,366,303,571355.02,755629.19,1533.56,1241.6,83,15,115,51,0.416,0.52,0.603,0.198,0.643,0.38,14,empresarial
EMP_00143,empresarial,522,197,1423984.87,2074467.38,3322.46,2463.35,82,19,112,104,0.643,0.286,0.563,0.439,0.671,0.069,65,empresarial
EMP_00144,empresarial,400,156,353551.18,431743.51,819.99,583.27,135,11,95,59,0.688,0.301,0.654,0.351,0.675,0.119,105,empresarial
EMP_00145,empresarial,474,279,593485.08,880092.75,1425.79,1280.12,78,21,84,84,0.36,0.583,0.765,0.293,0.303,0.193,68,empresarial
EMP_00146,empresarial,198,280,292885.08,384992.07,1280.41,1067.61,83,14,65,22,0.542,0.41,0.315,0.55,0.544,0.065,87,empresarial
EMP_00147,empresarial,366,271,606198.54,757747.29,1465.97,1047.91,54,19,100,66,0.473,0.519,0.231,0.232,0.558,0.054,42,empresarial
EMP_00148,empresarial,290,267,462736.79,606554.86,1527.8,1401.85,75,16,76,31,0.744,0.193,0.7,0.262,0.682,0.346,31,empresarial
EMP_00149,empresarial,295,227,764882.95,1010154.68,2272.85,1769.88,51,17,104,21,0.655,0.277,0.398,0.318,0.841,0.429,53,empresarial
EMP_00150,empresarial,577,288,989610.91,1625160.16,1459.15,1248.91,111,15,131,53,0.589,0.338,0.424,0.293,0.478,0.298,6,empresarial
EMP_00151,empresarial,297,242,785885.62,1260628.97,2407.75,1739.39,168,17,100,22,0.341,0.584,0.553,0.499,0.745,0.071,116,empresarial
EMP_00152,empresarial,371,218,519884.93,596997.61,1340.21,1211.37,85,26,113,75,0.369,0.622,0.529,0.206,0.641,0.147,59,empresarial
EMP_00153,empresarial,141,228,168261.78,202551.65,1215.54,849.67,52,24,49,30,0.491,0.438,0.915,0.615,0.494,0.375,78,empresarial
EMP_00154,empresarial,629,356,744173.24,906095.95,1063.1,966.78,118,19,215,111,0.617,0.307,0.563,0.294,0.615,0.325,43,empresarial
EMP_00155,empresarial,463,150,326295.18,335312.84,656.43,560.93,76,18,166,39,0.786,0.159,0.199,0.612,0.765,0.475,13,empresarial
EMP_00156,empresarial,320,272,500943.23,686334.3,1581.02,1161.32,129,21,60,63,0.88,0.105,0.858,0.094,0.592,0.493,93,empresarial
EMP_00157,empresarial,285,153,950917.22,1272875.42,3336.51,2413.69,88,23,91,50,0.393,0.575,0.686,0.489,0.656,0.625,25,empresarial
EMP_00158,empresarial,416,239,640794.58,706308.01,1706.94,1503.65,79,15,133,48,0.816,0.177,0.48,0.499,0.773,0.172,64,empresarial
EMP_00159,empresarial,520,221,1078528.07,1804977.96,1878.89,1295.65,90,18,150,73,0.559,0.441,0.605,0.288,0.473,0.277,67,empresarial
EMP_00160,empresarial,633,130,851441.52,1296275.67,1183.85,837.49,115,11,137,103,0.888,0.038,0.388,0.102,0.604,0.141,57,empresarial
EMP_00161,empresarial,457,266,479654.52,547207.75,1270.77,1069.33,89,22,161,34,0.458,0.464,0.618,0.28,0.691,0.17,34,empresarial
EMP_00162,empresarial,338,224,619149.04,919757.48,2129.3,1487.46,82,26,68,47,0.121,0.805,0.265,0.482,0.321,0.262,51,empresarial
EMP_00163,empresarial,485,130,1868483.3,2325921.96,3273.62,2651.3,90,18,126,84,0.458,0.522,0.416,0.25,0.379,0.196,29,empresarial
EMP_00164,empresarial,449,291,1044235.69,1501276.15,2630.52,2151.17,62,9,119,43,0.674,0.276,0.345,0.153,0.69,0.141,77,empresarial
EMP_00165,empresarial,338,324,724304.02,963703.88,1974.76,1351.31,105,20,65,45,0.197,0.763,0.551,0.31,0.406,0.341,70,empresarial
EMP_00166,empresarial,444,327,630122.31,700473.07,1429.05,1101.11,49,14,135,64,0.804,0.156,0.487,0.531,0.77,0.132,54,empresarial
EMP_00167,empresarial,440,265,681815.15,902489.55,1537.76,1056.21,83,15,78,76,0.47,0.496,0.177,0.074,0.724,0.382,40,empresarial
EMP_00168,empresarial,320,248,282062.34,466732.37,1026.11,935.87,115,21,96,66,0.717,0.208,0.534,0.191,0.317,0.379,112,empresarial
EMP_00169,empresarial,262,318,174629.35,264348.0,766.45,560.79,103,19,86,49,0.515,0.422,0.175,0.381,0.314,0.288,20,empresarial
EMP_00170,empresarial,425,338,383270.86,549435.75,877.21,741.71,110,16,98,67,0.745,0.187,0.599,0.158,0.764,0.225,13,empresarial
EMP_00171,empresarial,208,307,285901.64,450789.05,1437.87,1210.26,93,15,63,32,0.653,0.344,0.581,0.335,0.289,0.091,53,empresarial
EMP_00172,empresarial,188,193,259247.43,406229.3,1245.59,1077.85,125,19,36,29,0.481,0.486,0.277,0.78,0.812,0.253,48,empresarial
EMP_00173,empresarial,374,256,332373.93,533863.85,759.63,577.68,119,16,123,55,0.489,0.463,0.159,0.78,0.598,0.339,85,empresarial
EMP_00174,empresarial,420,269,647663.56,707149.82,1386.2,1003.96,107,14,147,33,0.783,0.164,0.583,0.433,0.509,0.137,72,empresarial
EMP_00175,empresarial,373,145,443910.15,490714.88,1231.83,994.48,119,17,71,63,0.532,0.396,0.652,0.317,0.359,0.363,56,empresarial
EMP_00176,empresarial,389,271,332552.4,514548.44,860.41,728.46,115,19,116,66,0.502,0.485,0.302,0.615,0.449,0.504,69,empresarial
EMP_00177,empresarial,118,365,124652.6,209033.17,1205.35,1038.13,84,17,31,17,0.528,0.465,0.05,0.315,0.31,0.427,68,empresarial
EMP_00178,empresarial,417,280,549280.57,764202.31,1230.53,851.21,60,12,111,80,0.305,0.624,0.563,0.374,0.693,0.72,112,empresarial
EMP_00179,empresarial,577,326,615211.08,1019045.23,1086.82,935.36,106,22,174,95,0.29,0.669,0.227,0.025,0.88,0.233,62,empresarial
EMP_00180,empresarial,460,255,1078903.28,1572455.75,2078.08,1469.17,109,8,119,56,0.852,0.105,0.157,0.61,0.473,0.305,37,empresarial
EMP_00181,empresarial,454,241,303206.38,326344.22,633.2,510.31,123,16,127,33,0.289,0.64,0.354,0.205,0.393,0.237,60,empresarial
EMP_00182,empresarial,362,266,195117.94,318301.16,611.53,497.36,71,16,75,28,0.584,0.356,0.392,0.604,0.374,0.108,6,empresarial
